atr14,catalyst_score,close,company,entry_score,fundamental_score,industry,market_cap,pivot,rank,rr_ratio,rr_score,rs_rank,sector,stop_pct,t_count,target_pct,ticker,total_score,trend_score,tt_checks,tt_score,vcp,vcp_grade,vcp_score_raw
"0.85","30","28.48","Knowles Corporation","44","20","Electronic Components","2425125632","28.72","989","0.01","0","50","Technology","5.95","4","0.07","KN","39.9","72","[object Object]","9","[object Object]","D","32"
"1.48","0","104.03","Direxion NASDAQ-100 Equal Weigh","41","0","","0","107.06","990","3","100","50","","2.84","4","8.52","QQQE","39.8","72","[object Object]","9","[object Object]","C","53"
"1.91","0","47.98","Sprott Junior Copper Miners ETF","41","0","","0","49.98","991","3","100","50","","7.97","4","23.92","COPJ","39.8","72","[object Object]","9","[object Object]","C","52"
"2.54","0","118.4","Defiance Quantum ETF","41","0","","0","121.34","992","3","100","50","","4.29","4","12.86","QTUM","39.8","72","[object Object]","9","[object Object]","C","52"
"0.44","55","21","Urban Edge Properties","31","15","REIT - Retail","2840681984","21.87","993","1.29","0","50","Real Estate","4.2","4","5.44","UE","39.8","72","[object Object]","9","[object Object]","D","35"
"2.06","0","35.62","Sprott Junior Uranium Miners ET","41","0","","0","36.67","994","3","100","50","","8","3","24","URNJ","39.8","72","[object Object]","9","[object Object]","C","52"
"3.83","0","95.06","Global X Copper Miners ETF","41","0","","0","97.24","995","3","100","50","","8","4","24","COPX","39.8","72","[object Object]","9","[object Object]","C","52"
"0.41","30","11.3","Neogen Corporation","68","0","Diagnostics & Research","2458043648","11.43","996","0.45","0","50","Healthcare","7.23","3","3.24","NEOG","39.7","72","[object Object]","9","[object Object]","B","72"
"1.8","0","156.15","iShares Select Dividend ETF","40","0","","27334055936","160.38","997","3","100","50","","2.31","4","6.92","DVY","39.6","72","[object Object]","9","[object Object]","C","50"
"9.88","0","616.68","Invesco QQQ Trust, Series 1","40","0","","242416910336","636.6","998","3","100","50","","3.21","4","9.62","QQQ","39.6","72","[object Object]","9","[object Object]","C","50"
"3.22","0","175.3","iShares Biotechnology ETF","40","0","","12218409984","179.64","999","3","100","50","","3.67","4","11.02","IBB","39.6","72","[object Object]","9","[object Object]","C","50"
"3.36","0","291.88","Vanguard Health Care ETF","40","0","","15849638912","298.61","1000","3","100","50","","2.3","4","6.9","VHT","39.6","72","[object Object]","9","[object Object]","C","50"
"0.55","0","34.57","Schwab Fundamental U.S. Small C","40","0","","0","35.31","1001","3","100","50","","3.2","4","9.61","FNDA","39.6","72","[object Object]","9","[object Object]","C","50"
"5.2","55","100.04","Akamai Technologies, Inc.","24","20","Software - Infrastructure","14494607360","113.5","1002","1.07","0","50","Technology","8","4","8.55","AKAM","39.6","72","[object Object]","9","[object Object]","D","32"
"0.73","0","62.81","iShares Core U.S. REIT ETF","55","0","","0","63.03","1003","3","70","50","","2.33","4","6.99","USRT","39.6","72","[object Object]","9","[object Object]","C","50"
"2.76","0","124.96","Invesco S&P 500 High Beta ETF","55","0","","0","126.59","1004","3","70","50","","4.42","4","13.25","SPHB","39.6","72","[object Object]","9","[object Object]","C","50"
"6.06","45","137.34","Entegris, Inc.","44","10","Semiconductor Equipment & Materials","20861945856","142.5","1005","0.49","0","50","Technology","8","2","3.92","ENTG","39.6","72","[object Object]","9","[object Object]","C","57"
"3.24","55","85.26","Stanley Black & Decker, Inc.","24","20","Tools & Accessories","13205491712","93.37","1006","0.83","0","50","Industrials","7.6","4","6.33","SWK","39.6","72","[object Object]","9","[object Object]","D","32"
"3.35","0","230.54","Vanguard Small-Cap Value ETF","40","0","","23365457920","235.48","1007","3","100","50","","2.9","4","8.71","VBR","39.6","72","[object Object]","9","[object Object]","C","50"
"1.92","0","120.49","Invesco S&P 500 Momentum ETF","40","0","","0","124.25","1008","3","100","50","","3.19","4","9.57","SPMO","39.6","72","[object Object]","9","[object Object]","C","50"
"6.22","55","168.1","Hyatt Hotels Corporation","24","20","Lodging","15880032256","180.53","1009","1.16","0","50","Consumer Cyclical","7.4","4","8.58","H","39.6","72","[object Object]","9","[object Object]","D","32"
"2.91","65","47.23","Maze Therapeutics, Inc.","41","0","Biotechnology","2272681216","49.25","1010","0.94","0","50","Healthcare","8","4","7.51","MAZE","39.5","72","[object Object]","9","[object Object]","C","52"
"2.1","30","49.91","Digi International Inc.","29","30","Communication Equipment","1877172992","51.78","1011","0.15","0","50","Technology","8","4","1.18","DGII","39.4","72","[object Object]","9","[object Object]","D","32"
"5.46","45","222.52","M&T Bank Corporation","24","25","Banks - Regional","34199273472","239","1012","0.97","0","50","Financial Services","4.91","4","4.77","MTB","39.4","72","[object Object]","9","[object Object]","D","32"
"6.87","45","313.35","Hilton Worldwide Holdings Inc.","24","25","Lodging","72833564672","333.86","1013","1.09","0","50","Consumer Cyclical","4.38","4","4.76","HLT","39.4","72","[object Object]","9","[object Object]","D","32"
"0.8","40","33.12","Peoples Bancorp Inc.","40","15","Banks - Regional","1182482176","34.33","1014","1.07","0","50","Financial Services","4.82","4","5.17","PEBO","39.3","72","[object Object]","9","[object Object]","C","50"
"0.38","45","10.58","XPLR Infrastructure, LP","35","0","Utilities - Renewable","994163904","11.4","1015","1.61","40","50","Utilities","7.26","4","11.7","XIFR","39.3","72","[object Object]","9","[object Object]","C","50"
"1.72","0","98.97","State Street SPDR S&P 600 Small","38","0","","3464157952","102.37","1016","3","100","50","","3.47","4","10.42","SLYV","39.2","72","[object Object]","9","[object Object]","C","47"
"0.74","0","64.25","JPMorgan BetaBuilders Developed","53","0","","0","64.3","1017","3","70","50","","2.29","4","6.88","BBAX","39.2","72","[object Object]","9","[object Object]","C","47"
"2.02","0","106.95","Vanguard Russell 2000 ETF","38","0","","0","109.76","1018","3","100","50","","3.78","4","11.34","VTWO","39.2","72","[object Object]","9","[object Object]","C","47"
"0.38","0","21.04","KraneShares SSE STAR Market 50 ","38","0","","0","22.13","1019","3","100","50","","3.57","4","10.71","KSTR","39.2","72","[object Object]","9","[object Object]","C","47"
"0.76","0","60.29","Invesco S&P International Devel","53","0","","0","60.35","1020","3","70","50","","2.51","4","7.54","IDMO","39.2","72","[object Object]","9","[object Object]","C","47"
"6.22","0","321.39","Vanguard Small-Cap Growth ETF","38","0","","15551130624","329.04","1021","3","100","50","","3.87","4","11.61","VBK","39.2","72","[object Object]","9","[object Object]","C","47"
"2.04","40","58.72","Knight-Swift Transportation Hol","33","20","Trucking","9532547072","62.63","1022","1.07","0","50","Industrials","6.96","4","7.47","KNX","39.2","72","[object Object]","9","[object Object]","C","47"
"0.48","40","16.3","Flushing Financial Corporation","33","20","Banks - Regional","550588544","17.79","1023","0.88","0","50","Financial Services","5.89","4","5.21","FFIC","39.2","72","[object Object]","9","[object Object]","C","47"
"1.03","0","65.59","Dimensional U.S. Targeted Value","38","0","","0","67.46","1024","3","100","50","","3.15","4","9.46","DFAT","39.2","72","[object Object]","9","[object Object]","C","47"
"1.22","0","68.77","iShares MSCI USA Quality GARP E","38","0","","0","71.5","1025","3","100","50","","3.54","4","10.63","GARP","39.2","72","[object Object]","9","[object Object]","C","47"
"5.04","0","264.58","iShares Russell 2000 ETF","38","0","","74360201216","271.6","1026","3","100","50","","3.81","4","11.43","IWM","39.2","72","[object Object]","9","[object Object]","C","47"
"2.16","0","123.7","iShares S&P SmallCap 600 Value ","38","0","","5102624768","127.85","1027","3","100","50","","3.5","4","10.5","IJS","39.2","72","[object Object]","9","[object Object]","C","47"
"7.24","0","338.85","iShares Russell 2000 Growth Fun","38","0","","15163537408","355.34","1028","3","100","50","","4.27","4","12.82","IWO","39.2","72","[object Object]","9","[object Object]","C","47"
"5.09","0","256.38","iShares MSCI USA Momentum Facto","38","0","","0","262.1","1029","3","100","50","","3.97","4","11.92","MTUM","39.2","72","[object Object]","9","[object Object]","C","47"
"0.39","0","15.85","iShares MSCI Brazil Small-Cap E","53","0","","0","16.03","1030","3","70","50","","4.98","4","14.93","EWZS","39.2","72","[object Object]","9","[object Object]","C","47"
"0.68","0","38.43","Invesco NASDAQ Next Gen 100 ETF","38","0","","0","39.57","1031","3","100","50","","3.53","4","10.58","QQQJ","39.2","72","[object Object]","9","[object Object]","C","47"
"3","45","107.69","Timken Company (The)","29","20","Tools & Accessories","7489225216","111.39","1032","0.07","0","50","Industrials","5.56","4","0.37","TKR","39.1","72","[object Object]","9","[object Object]","D","32"
"0.42","50","19.4","Broadstone Net Lease, Inc.","31","15","REIT - Diversified","3874925568","19.91","1033","1.04","0","50","Real Estate","4.33","4","4.5","BNL","39","72","[object Object]","9","[object Object]","D","35"
"0.75","35","27.26","Franklin Resources, Inc.","29","25","Asset Management","14213110784","28.32","1034","0.07","0","50","Financial Services","5.49","4","0.38","BEN","38.9","72","[object Object]","9","[object Object]","D","32"
"13.07","0","176.87","Direxion Daily S&P Biotech Bull","36","0","","0","188.5","1035","3","100","50","","8","4","24","LABU","38.8","72","[object Object]","9","[object Object]","C","52"
"5.12","0","87.3","Direxion Daily Aerospace & Defe","36","0","","0","93.11","1036","3","100","50","","8","3","24","DFEN","38.8","72","[object Object]","9","[object Object]","C","52"
"18.59","45","384.33","Saia, Inc.","27","20","Trucking","10239565824","417.85","1037","0.35","0","50","Industrials","8","4","2.76","SAIA","38.7","72","[object Object]","9","[object Object]","D","37"
"1.26","40","33.95","Scholastic Corporation","24","25","Publishing","863745472","35.98","1038","0.81","0","50","Communication Services","7.43","4","6.04","SCHL","38.6","72","[object Object]","9","[object Object]","D","32"
"5.41","65","107.38","Celcuity Inc.","36","0","Biotechnology","4968607744","114.74","1039","1.08","0","50","Healthcare","8","4","8.68","CELC","38.5","72","[object Object]","9","[object Object]","C","52"
"0.73","35","27.57","USA Compression Partners, LP","46","10","Oil & Gas Equipment & Services","3996887808","27.62","1040","0.41","0","50","Energy","5.26","4","2.16","USAC","38.5","72","[object Object]","9","[object Object]","D","35"
"7.53","30","232.54","Nexstar Media Group, Inc.","24","30","Broadcasting","7052052480","252.29","1041","0.07","0","50","Communication Services","6.47","4","0.47","NXST","38.4","72","[object Object]","9","[object Object]","D","32"
"1.06","40","31.19","G-III Apparel Group, LTD.","29","20","Apparel Manufacturing","1316700544","32.8","1042","1.21","0","50","Consumer Cyclical","6.79","4","8.21","GIII","38.4","72","[object Object]","9","[object Object]","D","32"
"3.59","0","64.06","ProShares UltraPro Russell2000","33","0","","0","70.61","1043","3","100","50","","8","4","24","URTY","38.2","72","[object Object]","9","[object Object]","C","47"
"3.65","0","124.83","ARK Autonomous Technology & Rob","33","0","","0","135.18","1044","3","100","50","","5.85","4","17.56","ARKQ","38.2","72","[object Object]","9","[object Object]","C","47"
"1.01","0","32.18","ARK Space & Defense Innovation ","33","0","","0","35.53","1045","3","100","50","","6.26","4","18.79","ARKX","38.2","72","[object Object]","9","[object Object]","C","47"
"1.46","0","63.79","State Street SPDR S&P Bank ETF","33","0","","0","67.75","1046","3","100","50","","4.57","4","13.72","KBE","38.2","72","[object Object]","9","[object Object]","C","47"
"1.54","0","44.39","Procure Space ETF","33","0","","0","48.66","1047","3","100","50","","6.94","4","20.82","UFO","38.2","72","[object Object]","9","[object Object]","C","47"
"1.99","0","53.58","ProShares Ultra Russell2000","33","0","","0","56.97","1048","3","100","50","","7.43","4","22.29","UWM","38.2","72","[object Object]","9","[object Object]","C","47"
"1.68","0","69.87","State Street SPDR S&P Regional ","33","0","","0","74.08","1049","3","100","50","","4.81","4","14.42","KRE","38.2","72","[object Object]","9","[object Object]","C","47"
"2.65","0","55.19","Global X Uranium ETF","33","0","","0","62.28","1050","3","100","50","","8","4","24","URA","38.2","72","[object Object]","9","[object Object]","C","47"
"8.76","45","347.44","Marriott International","24","20","Lodging","92066234368","370","1051","0.42","0","50","Consumer Cyclical","5.04","4","2.1","MAR","38.1","72","[object Object]","9","[object Object]","D","32"
"0.97","30","38.52","Hilltop Holdings Inc.","29","25","Financial Conglomerates","2362375168","40.2","1052","0.08","0","50","Financial Services","5.05","4","0.38","HTH","38.1","72","[object Object]","9","[object Object]","D","32"
"1.18","45","19.66","10x Genomics, Inc.","36","10","Health Information Services","2511609344","20.92","1053","0.08","0","50","Healthcare","8","4","0.64","TXG","38","72","[object Object]","9","[object Object]","C","52"
"3.79","0","98.2","VanEck Rare Earth and Strategic","32","0","","0","100.44","1054","3","100","50","","7.71","4","23.13","REMX","38","72","[object Object]","9","[object Object]","D","37"
"4.71","0","111.16","VanEck Gold Miners ETF","32","0","","0","113.5","1055","3","100","50","","8","4","24","GDX","38","72","[object Object]","9","[object Object]","D","37"
"0.58","35","27.09","Pfizer, Inc.","31","20","Drug Manufacturers - General","154025820160","27.94","1056","1.15","0","50","Healthcare","4.3","4","4.93","PFE","38","72","[object Object]","9","[object Object]","D","35"
"0.46","45","12.24","Pebblebrook Hotel Trust","36","10","REIT - Hotel & Motel","1451349504","13.11","1057","0.73","0","50","Real Estate","7.52","4","5.48","PEB","38","72","[object Object]","9","[object Object]","C","52"
"3.97","0","95.4","iShares MSCI Global Gold Miners","32","0","","1097100032","98","1058","3","100","50","","8","4","24","RING","38","72","[object Object]","9","[object Object]","D","37"
"4.57","0","78","Sprott Silver Miners & Physical","32","0","","0","79.7","1059","3","100","50","","8","3","24","SLVR","38","72","[object Object]","9","[object Object]","D","37"
"0.41","20","16.08","Viatris Inc.","32","0","Drug Manufacturers - Specialty & Generic","18563831808","16.47","1060","3","70","50","Healthcare","5.05","4","15.15","VTRS","38","72","[object Object]","9","[object Object]","D","37"
"4.18","0","75.95","ProShares Ultra Gold","32","0","","0","78.55","1061","3","100","50","","8","3","24","UGL","38","72","[object Object]","9","[object Object]","D","37"
"3.78","0","73.49","Sprott Uranium Miners ETF","32","0","","0","77.02","1062","3","100","50","","8","4","24","URNM","38","72","[object Object]","9","[object Object]","D","37"
